text	word	count	tf
Burke.1790.Reflections on the Revolution of France.txt	cold-hearted	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	callous	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	callousness	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	heartless	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	heartlessness	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	unpassionate	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	passionless	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	unimpassioned	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	throbless	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	feelingless	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	disimpassioned	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	emotionless	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	unemotional	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	unzealous	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	hard-hearted	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	hardheartedness	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	stony-hearted	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	dedolent	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	unblushing	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	cold-blooded	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	stolid	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	tearless	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	inexpressive	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	expressionless	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	passionlessly	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	cold-bloodedly	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	stolidly	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	unemotionally	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	coldly	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	icily	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	frigidly	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	heartlessly	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	unzealously	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	callously	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	unsentimentalize	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	prejudice	15	0.00015923566879
Burke.1790.Reflections on the Revolution of France.txt	prejudiced	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	prejudiced	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	partiality	4	4.24628450106e-05
Burke.1790.Reflections on the Revolution of France.txt	partial	9	9.55414012739e-05
Burke.1790.Reflections on the Revolution of France.txt	impartial	1	1.06157112527e-05
Burke.1790.Reflections on the Revolution of France.txt	objective	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	objectivity	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	objectively	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	sober-minded	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	correct	3	3.1847133758e-05
Burke.1790.Reflections on the Revolution of France.txt	impartial	1	1.06157112527e-05
Burke.1790.Reflections on the Revolution of France.txt	detached	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	impartiality	2	2.12314225053e-05
Burke.1790.Reflections on the Revolution of France.txt	dispassionate	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	unpassionate	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	disinterested	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	unbiased	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	subjective	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	subjectively	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	bias	1	1.06157112527e-05
Burke.1790.Reflections on the Revolution of France.txt	biased	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	prepossession	2	2.12314225053e-05
Burke.1790.Reflections on the Revolution of France.txt	prepossessed	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	prejudgement	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	preconceit	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	preconception	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	inveterate	3	3.1847133758e-05
Burke.1790.Reflections on the Revolution of France.txt	prejudicial	3	3.1847133758e-05
Burke.1790.Reflections on the Revolution of France.txt	prejudicate	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	prejudicated	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	prejudicately	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	prejudicially	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	prepossess	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	bigotry	1	1.06157112527e-05
Burke.1790.Reflections on the Revolution of France.txt	bigot	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	detachment	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	disinterestedness	0	0.0
Burke.1790.Reflections on the Revolution of France.txt	SemanticField	1177	0.0124946921444
Paine.1791.Righs of Man.txt	modesty	0	0.0
Paine.1791.Righs of Man.txt	delicacy	0	0.0
Paine.1791.Righs of Man.txt	elegant	0	0.0
Paine.1791.Righs of Man.txt	restraint	0	0.0
Paine.1791.Righs of Man.txt	prudent	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	softness	0	0.0
Paine.1791.Righs of Man.txt	ostentation	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	vanity	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	extravagence	0	0.0
Paine.1791.Righs of Man.txt	excess	10	0.000120733577215
Paine.1791.Righs of Man.txt	indulge	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	indulgence	0	0.0
Paine.1791.Righs of Man.txt	profligate	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	unrelenting	0	0.0
Paine.1791.Righs of Man.txt	superiority	0	0.0
Paine.1791.Righs of Man.txt	insensibility	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	moderation	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	self-control	0	0.0
Paine.1791.Righs of Man.txt	decorum	0	0.0
Paine.1791.Righs of Man.txt	propriety	10	0.000120733577215
Paine.1791.Righs of Man.txt	proper	27	0.000325980658481
Paine.1791.Righs of Man.txt	sober	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	sobriety	0	0.0
Paine.1791.Righs of Man.txt	coarse	0	0.0
Paine.1791.Righs of Man.txt	temperate	0	0.0
Paine.1791.Righs of Man.txt	lewd	0	0.0
Paine.1791.Righs of Man.txt	simplicity	0	0.0
Paine.1791.Righs of Man.txt	indecent	0	0.0
Paine.1791.Righs of Man.txt	indecency	0	0.0
Paine.1791.Righs of Man.txt	decency	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	decent	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	demure	0	0.0
Paine.1791.Righs of Man.txt	chaste	0	0.0
Paine.1791.Righs of Man.txt	moderate	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	presumption	4	4.82934308861e-05
Paine.1791.Righs of Man.txt	presumptuous	0	0.0
Paine.1791.Righs of Man.txt	arrogance	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	arrogant	0	0.0
Paine.1791.Righs of Man.txt	pride	6	7.24401463291e-05
Paine.1791.Righs of Man.txt	proud	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	subdued	0	0.0
Paine.1791.Righs of Man.txt	reserve	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	reserved	5	6.03667886076e-05
Paine.1791.Righs of Man.txt	deference	0	0.0
Paine.1791.Righs of Man.txt	seemly	0	0.0
Paine.1791.Righs of Man.txt	unseemly	0	0.0
Paine.1791.Righs of Man.txt	indecorous	0	0.0
Paine.1791.Righs of Man.txt	decorous	0	0.0
Paine.1791.Righs of Man.txt	appropriate	0	0.0
Paine.1791.Righs of Man.txt	inappropriate	0	0.0
Paine.1791.Righs of Man.txt	appropriateness	0	0.0
Paine.1791.Righs of Man.txt	inappropriateness	0	0.0
Paine.1791.Righs of Man.txt	conformity	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	orderly	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	disorderly	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	modest	0	0.0
Paine.1791.Righs of Man.txt	immodest	0	0.0
Paine.1791.Righs of Man.txt	polite	0	0.0
Paine.1791.Righs of Man.txt	politeness	0	0.0
Paine.1791.Righs of Man.txt	becoming	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	unbecoming	0	0.0
Paine.1791.Righs of Man.txt	indelicate	0	0.0
Paine.1791.Righs of Man.txt	indelicacy	0	0.0
Paine.1791.Righs of Man.txt	cautious	0	0.0
Paine.1791.Righs of Man.txt	caution	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	circumspect	0	0.0
Paine.1791.Righs of Man.txt	circumspection	0	0.0
Paine.1791.Righs of Man.txt	restrained	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	unrestrained	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	self-restraint	0	0.0
Paine.1791.Righs of Man.txt	sensitive	0	0.0
Paine.1791.Righs of Man.txt	sensitiveness	0	0.0
Paine.1791.Righs of Man.txt	sensible	5	6.03667886076e-05
Paine.1791.Righs of Man.txt	reasonable	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	judicious	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	judiciousness	0	0.0
Paine.1791.Righs of Man.txt	discreet	0	0.0
Paine.1791.Righs of Man.txt	discretion	4	4.82934308861e-05
Paine.1791.Righs of Man.txt	courteous	0	0.0
Paine.1791.Righs of Man.txt	courtesy	0	0.0
Paine.1791.Righs of Man.txt	rash	0	0.0
Paine.1791.Righs of Man.txt	reckless	0	0.0
Paine.1791.Righs of Man.txt	recklessness	0	0.0
Paine.1791.Righs of Man.txt	impetuous	0	0.0
Paine.1791.Righs of Man.txt	impetuousness	0	0.0
Paine.1791.Righs of Man.txt	impulsive	0	0.0
Paine.1791.Righs of Man.txt	impulsiveness	0	0.0
Paine.1791.Righs of Man.txt	considerate	0	0.0
Paine.1791.Righs of Man.txt	inconsiderate	0	0.0
Paine.1791.Righs of Man.txt	mildness	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	mild	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	gentle	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	gentleness	0	0.0
Paine.1791.Righs of Man.txt	ostentation	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	vainglorious	0	0.0
Paine.1791.Righs of Man.txt	pompous	0	0.0
Paine.1791.Righs of Man.txt	pompousness	0	0.0
Paine.1791.Righs of Man.txt	boastful	0	0.0
Paine.1791.Righs of Man.txt	boast	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	bragging	0	0.0
Paine.1791.Righs of Man.txt	humble	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	humility	0	0.0
Paine.1791.Righs of Man.txt	haughtiness	0	0.0
Paine.1791.Righs of Man.txt	haughty	0	0.0
Paine.1791.Righs of Man.txt	supercilious	0	0.0
Paine.1791.Righs of Man.txt	superciliousness	0	0.0
Paine.1791.Righs of Man.txt	conceited	0	0.0
Paine.1791.Righs of Man.txt	conceit	0	0.0
Paine.1791.Righs of Man.txt	conceitedness	0	0.0
Paine.1791.Righs of Man.txt	excessive	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	extravagant	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	prodigality	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	prodigal	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	emotional	0	0.0
Paine.1791.Righs of Man.txt	scrupulous	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	restrain	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	civility	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	agreeable	0	0.0
Paine.1791.Righs of Man.txt	gracious	0	0.0
Paine.1791.Righs of Man.txt	genteel	0	0.0
Paine.1791.Righs of Man.txt	urbanity	0	0.0
Paine.1791.Righs of Man.txt	nicety	0	0.0
Paine.1791.Righs of Man.txt	refined	0	0.0
Paine.1791.Righs of Man.txt	refinement	0	0.0
Paine.1791.Righs of Man.txt	uncouth	0	0.0
Paine.1791.Righs of Man.txt	intemperate	0	0.0
Paine.1791.Righs of Man.txt	intemperance	0	0.0
Paine.1791.Righs of Man.txt	immoderate	0	0.0
Paine.1791.Righs of Man.txt	wanton	0	0.0
Paine.1791.Righs of Man.txt	wantonness	0	0.0
Paine.1791.Righs of Man.txt	extravagance	9	0.000108660219494
Paine.1791.Righs of Man.txt	insolent	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	insolence	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	rudeness	0	0.0
Paine.1791.Righs of Man.txt	incivility	0	0.0
Paine.1791.Righs of Man.txt	condescension	0	0.0
Paine.1791.Righs of Man.txt	condescending	0	0.0
Paine.1791.Righs of Man.txt	thoughtless	0	0.0
Paine.1791.Righs of Man.txt	indiscreet	0	0.0
Paine.1791.Righs of Man.txt	ungracious	0	0.0
Paine.1791.Righs of Man.txt	misbehaviour	0	0.0
Paine.1791.Righs of Man.txt	impropriety	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	rusticity	0	0.0
Paine.1791.Righs of Man.txt	grossness	0	0.0
Paine.1791.Righs of Man.txt	vulgar	4	4.82934308861e-05
Paine.1791.Righs of Man.txt	improper	9	0.000108660219494
Paine.1791.Righs of Man.txt	ungenteel	0	0.0
Paine.1791.Righs of Man.txt	gross	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	solicitous	0	0.0
Paine.1791.Righs of Man.txt	sobriety	0	0.0
Paine.1791.Righs of Man.txt	overbearing	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	petulant	0	0.0
Paine.1791.Righs of Man.txt	petulance	0	0.0
Paine.1791.Righs of Man.txt	impertinent	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	impertinence	0	0.0
Paine.1791.Righs of Man.txt	affront	0	0.0
Paine.1791.Righs of Man.txt	impudence	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	impudent	0	0.0
Paine.1791.Righs of Man.txt	affectation	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	unassuming	0	0.0
Paine.1791.Righs of Man.txt	indecent	0	0.0
Paine.1791.Righs of Man.txt	manners	4	4.82934308861e-05
Paine.1791.Righs of Man.txt	morality	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	moral	15	0.000181100365823
Paine.1791.Righs of Man.txt	immoral	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	sin	0	0.0
Paine.1791.Righs of Man.txt	sinful	0	0.0
Paine.1791.Righs of Man.txt	indecent	0	0.0
Paine.1791.Righs of Man.txt	manners	4	4.82934308861e-05
Paine.1791.Righs of Man.txt	morality	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	moral	15	0.000181100365823
Paine.1791.Righs of Man.txt	immoral	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	sin	0	0.0
Paine.1791.Righs of Man.txt	sinful	0	0.0
Paine.1791.Righs of Man.txt	shame	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	shameful	0	0.0
Paine.1791.Righs of Man.txt	etiquette	0	0.0
Paine.1791.Righs of Man.txt	reputation	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	reputable	0	0.0
Paine.1791.Righs of Man.txt	disreputable	0	0.0
Paine.1791.Righs of Man.txt	virtuous	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	temper	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	licentious	0	0.0
Paine.1791.Righs of Man.txt	licentiousness	0	0.0
Paine.1791.Righs of Man.txt	debauched	0	0.0
Paine.1791.Righs of Man.txt	debauchery	0	0.0
Paine.1791.Righs of Man.txt	conduct	10	0.000120733577215
Paine.1791.Righs of Man.txt	character	76	0.000917575186835
Paine.1791.Righs of Man.txt	virtue	11	0.000132806934937
Paine.1791.Righs of Man.txt	faultless	0	0.0
Paine.1791.Righs of Man.txt	excellence	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	esteem	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	admiration	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	nobility	6	7.24401463291e-05
Paine.1791.Righs of Man.txt	dignity	10	0.000120733577215
Paine.1791.Righs of Man.txt	dignified	0	0.0
Paine.1791.Righs of Man.txt	principle	61	0.000736474821012
Paine.1791.Righs of Man.txt	depravity	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	unworthy	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	infamy	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	despise	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	vice	6	7.24401463291e-05
Paine.1791.Righs of Man.txt	lewd	0	0.0
Paine.1791.Righs of Man.txt	lewdness	0	0.0
Paine.1791.Righs of Man.txt	badness	0	0.0
Paine.1791.Righs of Man.txt	sinful	0	0.0
Paine.1791.Righs of Man.txt	iniquity	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	iniquitous	0	0.0
Paine.1791.Righs of Man.txt	malice	0	0.0
Paine.1791.Righs of Man.txt	malicious	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	maliciousness	0	0.0
Paine.1791.Righs of Man.txt	malignity	0	0.0
Paine.1791.Righs of Man.txt	malignant	0	0.0
Paine.1791.Righs of Man.txt	flagrant	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	villainy	0	0.0
Paine.1791.Righs of Man.txt	heinous	0	0.0
Paine.1791.Righs of Man.txt	turpitude	0	0.0
Paine.1791.Righs of Man.txt	perverse	0	0.0
Paine.1791.Righs of Man.txt	perverseness	0	0.0
Paine.1791.Righs of Man.txt	depravity	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	depraved	0	0.0
Paine.1791.Righs of Man.txt	deprave	0	0.0
Paine.1791.Righs of Man.txt	wicked	0	0.0
Paine.1791.Righs of Man.txt	pernicious	0	0.0
Paine.1791.Righs of Man.txt	wickedness	0	0.0
Paine.1791.Righs of Man.txt	outrageous	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	inexcusable	0	0.0
Paine.1791.Righs of Man.txt	unpardonable	0	0.0
Paine.1791.Righs of Man.txt	reprobate	0	0.0
Paine.1791.Righs of Man.txt	debauch	0	0.0
Paine.1791.Righs of Man.txt	misconduct	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	shameful	0	0.0
Paine.1791.Righs of Man.txt	unwholesome	0	0.0
Paine.1791.Righs of Man.txt	foul	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	depravation	0	0.0
Paine.1791.Righs of Man.txt	debased	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	degenerate	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	corrupt	6	7.24401463291e-05
Paine.1791.Righs of Man.txt	corruption	24	0.000289760585316
Paine.1791.Righs of Man.txt	reprobate	0	0.0
Paine.1791.Righs of Man.txt	corrupted	5	6.03667886076e-05
Paine.1791.Righs of Man.txt	misconduct	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	guilt	0	0.0
Paine.1791.Righs of Man.txt	guilty	0	0.0
Paine.1791.Righs of Man.txt	ribaldry	0	0.0
Paine.1791.Righs of Man.txt	goodness	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	valour	0	0.0
Paine.1791.Righs of Man.txt	respectable	0	0.0
Paine.1791.Righs of Man.txt	honour	9	0.000108660219494
Paine.1791.Righs of Man.txt	magnanimity	0	0.0
Paine.1791.Righs of Man.txt	magnanimous	0	0.0
Paine.1791.Righs of Man.txt	integrity	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	irreproachable	0	0.0
Paine.1791.Righs of Man.txt	reproach	8	9.65868617721e-05
Paine.1791.Righs of Man.txt	rectitude	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	righteous	0	0.0
Paine.1791.Righs of Man.txt	righteousness	0	0.0
Paine.1791.Righs of Man.txt	undefiled	0	0.0
Paine.1791.Righs of Man.txt	uncorrupt	0	0.0
Paine.1791.Righs of Man.txt	uncorrupted	0	0.0
Paine.1791.Righs of Man.txt	tainted	0	0.0
Paine.1791.Righs of Man.txt	untainted	0	0.0
Paine.1791.Righs of Man.txt	incorruptible	0	0.0
Paine.1791.Righs of Man.txt	corruptible	0	0.0
Paine.1791.Righs of Man.txt	corrupting	0	0.0
Paine.1791.Righs of Man.txt	innocent	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	innocence	0	0.0
Paine.1791.Righs of Man.txt	guiltless	0	0.0
Paine.1791.Righs of Man.txt	respect	76	0.000917575186835
Paine.1791.Righs of Man.txt	admire	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	admiration	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	admired	0	0.0
Paine.1791.Righs of Man.txt	esteemed	0	0.0
Paine.1791.Righs of Man.txt	respected	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	worthy	5	6.03667886076e-05
Paine.1791.Righs of Man.txt	merit	8	9.65868617721e-05
Paine.1791.Righs of Man.txt	dignified	0	0.0
Paine.1791.Righs of Man.txt	contempt	15	0.000181100365823
Paine.1791.Righs of Man.txt	contemptible	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	despised	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	despicable	0	0.0
Paine.1791.Righs of Man.txt	laudable	0	0.0
Paine.1791.Righs of Man.txt	sordid	0	0.0
Paine.1791.Righs of Man.txt	disdained	0	0.0
Paine.1791.Righs of Man.txt	disgrace	5	6.03667886076e-05
Paine.1791.Righs of Man.txt	infamy	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	infamous	0	0.0
Paine.1791.Righs of Man.txt	notorious	0	0.0
Paine.1791.Righs of Man.txt	scandalous	0	0.0
Paine.1791.Righs of Man.txt	reproof	0	0.0
Paine.1791.Righs of Man.txt	reprove	0	0.0
Paine.1791.Righs of Man.txt	ignominy	0	0.0
Paine.1791.Righs of Man.txt	disgraceful	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	ignominious	0	0.0
Paine.1791.Righs of Man.txt	disgraced	0	0.0
Paine.1791.Righs of Man.txt	ashamed	0	0.0
Paine.1791.Righs of Man.txt	baseness	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	chastity	0	0.0
Paine.1791.Righs of Man.txt	chaste	0	0.0
Paine.1791.Righs of Man.txt	passion	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	passionate	0	0.0
Paine.1791.Righs of Man.txt	passionately	0	0.0
Paine.1791.Righs of Man.txt	impassioned	0	0.0
Paine.1791.Righs of Man.txt	emotion	0	0.0
Paine.1791.Righs of Man.txt	emotional	0	0.0
Paine.1791.Righs of Man.txt	emotionally	0	0.0
Paine.1791.Righs of Man.txt	sensible	5	6.03667886076e-05
Paine.1791.Righs of Man.txt	sensibleness	0	0.0
Paine.1791.Righs of Man.txt	sensibility	0	0.0
Paine.1791.Righs of Man.txt	sentiment	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	sentimental	0	0.0
Paine.1791.Righs of Man.txt	sentimentally	0	0.0
Paine.1791.Righs of Man.txt	sentimentality	0	0.0
Paine.1791.Righs of Man.txt	sentimentalizing	0	0.0
Paine.1791.Righs of Man.txt	sentimentalist	0	0.0
Paine.1791.Righs of Man.txt	sentimentalizer	0	0.0
Paine.1791.Righs of Man.txt	sentimentalize	0	0.0
Paine.1791.Righs of Man.txt	mawkish	0	0.0
Paine.1791.Righs of Man.txt	mawkishness	0	0.0
Paine.1791.Righs of Man.txt	sentimentalism	0	0.0
Paine.1791.Righs of Man.txt	feeling	3	3.62200731645e-05
Paine.1791.Righs of Man.txt	affect	2	2.4146715443e-05
Paine.1791.Righs of Man.txt	heart	18	0.000217320438987
Paine.1791.Righs of Man.txt	pang	0	0.0
Paine.1791.Righs of Man.txt	affective	0	0.0
Paine.1791.Righs of Man.txt	emotive	0	0.0
Paine.1791.Righs of Man.txt	affectional	0	0.0
Paine.1791.Righs of Man.txt	affectively	0	0.0
Paine.1791.Righs of Man.txt	feelingly	0	0.0
Paine.1791.Righs of Man.txt	bosom	0	0.0
Paine.1791.Righs of Man.txt	heartward	0	0.0
Paine.1791.Righs of Man.txt	maudlin	0	0.0
Paine.1791.Righs of Man.txt	emotionalism	0	0.0
Paine.1791.Righs of Man.txt	maudlinly	0	0.0
Paine.1791.Righs of Man.txt	mawkishly	0	0.0
Paine.1791.Righs of Man.txt	zealous	0	0.0
Paine.1791.Righs of Man.txt	blushing	0	0.0
Paine.1791.Righs of Man.txt	passionateness	0	0.0
Paine.1791.Righs of Man.txt	master-passion	0	0.0
Paine.1791.Righs of Man.txt	passioning	0	0.0
Paine.1791.Righs of Man.txt	ebullition	0	0.0
Paine.1791.Righs of Man.txt	ecstasy	0	0.0
Paine.1791.Righs of Man.txt	roiled	0	0.0
Paine.1791.Righs of Man.txt	pathetic	0	0.0
Paine.1791.Righs of Man.txt	full-hearted	0	0.0
Paine.1791.Righs of Man.txt	passioned	0	0.0
Paine.1791.Righs of Man.txt	passionable	0	0.0
Paine.1791.Righs of Man.txt	vehement	0	0.0
Paine.1791.Righs of Man.txt	hot-blooded	0	0.0
Paine.1791.Righs of Man.txt	passionful	0	0.0
Paine.1791.Righs of Man.txt	vehemently	0	0.0
Paine.1791.Righs of Man.txt	pathetically	0	0.0
Paine.1791.Righs of Man.txt	impassionately	0	0.0
Paine.1791.Righs of Man.txt	impassion	0	0.0
Paine.1791.Righs of Man.txt	fervour	0	0.0
Paine.1791.Righs of Man.txt	ardor	0	0.0
Paine.1791.Righs of Man.txt	ardour	0	0.0
Paine.1791.Righs of Man.txt	ardurous	0	0.0
Paine.1791.Righs of Man.txt	fervent	0	0.0
Paine.1791.Righs of Man.txt	fervency	0	0.0
Paine.1791.Righs of Man.txt	fervently	0	0.0
Paine.1791.Righs of Man.txt	fervid	0	0.0
Paine.1791.Righs of Man.txt	fervidly	0	0.0
Paine.1791.Righs of Man.txt	perfervor	0	0.0
Paine.1791.Righs of Man.txt	perfervour	0	0.0
Paine.1791.Righs of Man.txt	ardent	0	0.0
Paine.1791.Righs of Man.txt	ardently	0	0.0
Paine.1791.Righs of Man.txt	burningly	0	0.0
Paine.1791.Righs of Man.txt	enkindle	0	0.0
Paine.1791.Righs of Man.txt	dispassion	0	0.0
Paine.1791.Righs of Man.txt	dispassionate	0	0.0
Paine.1791.Righs of Man.txt	dispassionately	0	0.0
Paine.1791.Righs of Man.txt	unsentimental	0	0.0
Paine.1791.Righs of Man.txt	unsentimentality	0	0.0
Paine.1791.Righs of Man.txt	dispassionateness	0	0.0
Paine.1791.Righs of Man.txt	passionlessness	0	0.0
Paine.1791.Righs of Man.txt	impassive	0	0.0
Paine.1791.Righs of Man.txt	impassiveness	0	0.0
Paine.1791.Righs of Man.txt	insensibility	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	unfeeling	0	0.0
Paine.1791.Righs of Man.txt	unfeelingness	0	0.0
Paine.1791.Righs of Man.txt	detachment	0	0.0
Paine.1791.Righs of Man.txt	frigidity	0	0.0
Paine.1791.Righs of Man.txt	cold-hearted	0	0.0
Paine.1791.Righs of Man.txt	callous	1	1.20733577215e-05
Paine.1791.Righs of Man.txt	callousness	0	0.0
Paine.1791.Righs of Man.txt	heartless	0	0.0
Paine.1791.Righs of Man.txt	heartlessness	0	0.0
Paine.1791.Righs of Man.txt	unpassionate	0	0.0
